crit-Shield	0	0.22644474950618887	0.2866700276247906	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.3539184374379145	0.16130993006110775	0.0	50.0	20.0	0.0	20.0	50.0
outerWall	0	0.22567740458584715	0.51265529950374	50.0	-90.555737	0.2	-90.555737	0.2	-98.566351
crit-Shield	1	0.36822235763373273	0.21755370588369333	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.15146502836997794	0.34658535775821314	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	1	0.22940016338914668	0.21712918272730314	0.0	50.0	20.0	0.0	20.0	50.0
outerWall	0	0.28491139492871975	0.5160450954059422	50.0	-90.555737	0.2	-90.555737	0.2	-98.566351
crit-Shield	1	0.5697459711775874	0.011612082442708511	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.5043266443675181	0.2388297287991661	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.043938679937327696	0.46974898743479815	50.0	-74.534509	0.2	-74.534509	0.2	-82.545123
crit-Shield	0	0.4601616369947548	0.5009124663414469	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.4383641142000205	0.11528450220006037	-0.0	50.0	5.0	0.2	5.0	50.0
outerWall	0	0.21396582627641816	0.5348329414852175	50.0	-90.555737	0.2	-90.555737	0.2	-98.566351
crit-Shield	1	0.4022686048564735	0.15462115466276713	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.5137485297958126	0.4762810925303449	0.0	0.0	20.0	0.0	0.0	50.0
Floor	0	0.5000512016907145	0.08956915472376462	-52.556504	16.211535	52.556504	16.211535	-49.553288	23.863606
crit-Shield	1	0.5507447268568566	0.26309421419991075	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.4701465873696105	0.17545939607310657	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.6916739723511529	0.017054983367042385	50.0	-74.534509	0.2	-82.545123	50.0	-82.545123
crit-Shield	0	0.27888251098318617	0.1918262837711529	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.5037243322929281	0.005426445553553254	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.5074456159130061	0.29819322819954674	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.3469552319504406	0.10098654430670581	50.0	-74.534509	0.2	-82.545123	50.0	-82.545123
crit-Shield	0	0.5301042433178348	0.19860369938894934	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.33715199186956374	0.2895172874131762	50.0	-74.534509	0.2	-74.534509	0.2	-82.545123
Floor	0	0.01767244668861729	0.48333559054413094	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	1	0.34688588259660047	0.1998785183328973	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.5076443878683259	0.049776923383650355	0.0	0.0	20.0	0.0	0.0	50.0
Floor	1	0.3250229646413658	0.17582815576867425	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	0	0.48921757820365314	0.24886620489615682	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.4854985255660405	0.08988996249490494	50.0	-74.534509	0.2	-82.545123	50.0	-82.545123
Floor	0	0.15302705320048002	0.34686040315621525	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	1	0.227809318759853	0.30899246379372614	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.33359336888622787	0.1417944361341524	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.11632486619303578	0.3829887067318435	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	1	0.26370224680494053	0.23491521758140485	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.48387419135429166	0.4028604595703353	-49.553288	23.863606	49.553288	23.863606	-45.443133	30.982603
crit-Shield	1	0.5067389076048109	0.13245372196823962	0.0	0.0	20.0	0.0	0.0	50.0
Floor	0	0.10110508667932207	0.39845088630881054	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	1	0.27772669948402257	0.22813092995939716	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.4919825448570333	0.48965350962120385	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.5060842497226358	0.40298780899442377	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.5326543095270575	0.09254018863049786	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.6528788546476443	0.2716877459984879	50.0	-74.534509	0.2	-74.534509	0.2	-82.545123
Floor	0	0.4977587237451693	0.10880632083865124	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.4304289961141645	0.05414841181684611	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.5376704097278685	0.4089136984473884	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.5366989845347734	0.24936298356970324	0.0	50.0	5.0	0.2	5.0	50.0
Floor	0	0.4989362746869251	0.06732731179706716	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.4052575482471289	0.09740774134041541	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.4775427212012507	0.15991582010083763	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.07831403567279867	0.657016700568553	50.0	-74.534509	0.2	-74.534509	0.2	-82.545123
crit-Shield	0	0.46564567584384137	0.128541607025284	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.08325211517961582	0.7401984086140916	50.0	-74.534509	0.2	-74.534509	0.2	-82.545123
crit-Shield	0	0.4739182059038583	0.4891869461777491	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.13177944053720428	0.38376916322789945	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.044436676024991247	0.45430279116560535	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	1	0.32601609341612314	0.13017431385687672	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.48312826285411614	0.25086227045883797	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.47989223759634836	0.1380714980479774	50.0	-74.534509	0.2	-82.545123	50.0	-82.545123
Floor	0	0.49643631024170515	0.23613072990147815	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.49733567659754646	0.016385192411685418	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.43451202481099577	0.057789182677598444	-52.556504	16.211535	54.385695	8.197325	52.556504	16.211535
crit-Shield	1	0.4964555799214804	0.37935482513120194	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.47578327334158227	0.043657939621397496	0.0	0.0	20.0	0.0	0.0	50.0
Floor	1	0.4835758214856203	0.3000608871358159	-52.556504	16.211535	52.556504	16.211535	-49.553288	23.863606
Floor	0	0.31149326463202737	0.18728525992525577	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	1	0.02890781761856939	0.5034778254055958	0.0	50.0	20.0	0.0	20.0	50.0
