Floor	0	0.49397265242053595	0.3468236661738859	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.49396564403166754	0.45460528405792006	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.49849019617378654	0.023743193539971053	0.0	0.0	20.0	0.0	0.0	50.0
Floor	1	0.2835225790690025	0.18077411088454107	-27.5	47.631397	34.291939	43.000732	27.5	47.631397
crit-Shield	0	0.07991001784781596	0.36844519000463555	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.4992391443460304	0.10647582632743373	-49.553288	23.863606	49.553288	23.863606	-45.443133	30.982603
crit-Shield	1	0.5459741474100012	0.15168840094963515	0.0	0.0	20.0	0.0	0.0	50.0
Floor	0	0.4727259400751877	0.491339179452326	-45.443133	30.982603	45.443133	30.982603	-40.317853	37.409501
crit-Shield	1	0.5036076431457662	0.0837449183683225	0.0	0.0	20.0	0.0	0.0	50.0
Floor	0	0.21389604113047517	0.28372592756839765	-52.556504	16.211535	54.385695	8.197325	52.556504	16.211535
crit-Shield	1	0.530457061158558	0.3218694036062851	0.0	0.0	20.0	0.0	0.0	50.0
Floor	0	0.500264223916248	0.029468314286839516	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.3805507541616382	0.15007238586540228	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.5177972013106201	0.005635053595068998	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.518103311575634	0.3459809745070422	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.2127352583026056	0.16069008951251534	50.0	-74.534509	0.2	-82.545123	50.0	-82.545123
crit-Shield	0	0.22853739970487935	0.30543430704612984	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.47893745310457303	0.09338799549170068	-27.5	47.631397	27.5	47.631397	-20.093756	51.198056
crit-Shield	1	0.4695877929664025	0.03309256762801292	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.46103781141379746	0.11039163764386051	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.41825182637780633	0.10855780981090625	-0.0	0.2	5.0	0.2	-0.0	50.0
crit-Shield	0	0.4562427150933741	0.16812454797495704	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.0024499048248651433	0.17300272637953887	-0.2	87.353729	-0.2	95.735566	-50.0	87.353729
crit-Shield	0	0.5064895586584317	0.20330919799980557	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.15882675696634257	0.4546263330555535	50.0	-74.534509	0.2	-74.534509	0.2	-82.545123
Floor	0	0.20196046229738282	0.29319918294686853	-52.556504	16.211535	54.385695	8.197325	52.556504	16.211535
crit-Shield	1	0.4701568920216574	0.3191565678139752	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.513677474140239	0.23580810257644405	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.11780451800842184	0.4043698980247043	50.0	-74.534509	0.2	-74.534509	0.2	-82.545123
Floor	0	0.273062446133173	0.22617798449711754	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	1	0.08511003538999644	0.4595309031677633	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.5336864570184159	0.05145154515143354	0.0	0.0	20.0	0.0	0.0	50.0
Floor	1	0.5111491931415292	0.17226749885804035	-55.0	-0.0	55.0	0.0	-54.385695	8.197325
Floor	0	0.16689028921771665	0.32870969958875124	-52.556504	16.211535	54.385695	8.197325	52.556504	16.211535
crit-Shield	1	0.4669675793955293	0.311387357252943	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.46339468610020257	0.38829531567476827	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.04112170235697818	0.44281248450122046	-0.0	0.2	5.0	0.2	-0.0	50.0
crit-Shield	0	0.53333472134721	0.026799305357911543	0.0	0.0	20.0	0.0	0.0	50.0
Floor	1	0.5120463815408622	0.007090388257136642	-34.291939	43.000732	34.291939	43.000732	-27.5	47.631397
crit-Shield	0	0.41598977884479255	0.12701799116006882	0.0	50.0	20.0	0.0	20.0	50.0
outerWall	1	0.3592781666464943	0.6402886334436987	-50.0	77.05203	-0.2	85.433867	-50.0	85.433867
Floor	0	0.08091556514537149	0.41937605177502324	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	1	0.29561383554229864	0.23816056235409325	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.08181750540555906	0.418095307301078	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	1	0.29483153709007376	0.22209890391748477	0.0	50.0	20.0	0.0	20.0	50.0
