Floor	0	0.49347804499262776	0.23748342259196403	-52.556504	16.211535	52.556504	16.211535	-49.553288	23.863606
crit-Shield	1	0.504796472017457	0.24080132019825679	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	0	0.4288058195191268	0.19787045711519602	50.0	-82.545123	0.2	-82.545123	0.2	-90.555737
crit-Shield	1	0.003839834851308944	0.48981145145610694	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.4947957736482172	0.24885551950226756	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.4660058606059165	0.4967140575742995	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.530481335397523	0.18479511781888366	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.37857228103210205	0.28688073671200776	50.0	-74.534509	0.2	-74.534509	0.2	-82.545123
crit-Shield	0	0.49334696929689503	0.23933326004058453	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.5122734146572319	0.034243215391507764	50.0	-74.534509	0.2	-82.545123	50.0	-82.545123
crit-Shield	0	0.5283387878628869	0.20587461519516143	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.3043866907316584	0.30186099089661456	50.0	-74.534509	0.2	-74.534509	0.2	-82.545123
crit-Shield	0	0.3985533766882798	0.048439549995103685	0.0	50.0	20.0	0.0	20.0	50.0
outerWall	1	0.027345619412693124	0.6605012350296657	-0.2	87.353729	-0.2	95.735566	-50.0	87.353729
crit-Shield	0	0.523054970387157	0.14533706140817426	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.43747328542444724	0.33880436208065046	50.0	-74.534509	0.2	-74.534509	0.2	-82.545123
crit-Shield	0	0.47222067353271024	0.06980893226980399	0.0	50.0	20.0	0.0	20.0	50.0
outerWall	1	0.11848969684518712	0.5815507611978248	-0.0	0.2	5.0	0.2	0.0	50.0
outerWall	0	0.6903348478620469	0.14402892085179914	50.0	-82.545123	0.2	-82.545123	0.2	-90.555737
crit-Shield	1	0.5635611897617637	0.32418739950113007	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.3473279345353035	0.13978914614323174	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.5137049679137572	0.05534952771559314	0.0	0.0	20.0	0.0	0.0	50.0
Floor	1	0.492106437610168	0.14720770599472205	54.385695	-8.197325	-54.385695	-8.197325	52.556504	-16.211535
Floor	0	0.4947505944872829	0.24172463286300228	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.4602768167141029	0.5000337963081989	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.4638068232485943	0.05533033200799186	0.0	50.0	20.0	0.0	20.0	50.0
outerWall	0	0.7525582716743341	0.16366347707009865	50.0	-82.545123	0.2	-82.545123	0.2	-90.555737
crit-Shield	1	0.5380600505550978	0.05919234170607066	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.2772718276629456	0.261823706672415	0.0	50.0	20.0	0.0	20.0	50.0
outerWall	1	0.17521914476922437	0.3857594131102988	0.0	50.0	5.0	0.2	5.0	50.0
Floor	0	0.2749736972176343	0.2238747563891221	-54.385695	8.197325	55.0	0.0	54.385695	8.197325
crit-Shield	1	0.08245575991142577	0.4405020670839806	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.4995816594434454	0.10397295539418357	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.42759126726804425	0.12247570973520241	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.4943149642309013	0.2711092713032715	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.4630972829823567	0.4865892340442243	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.5363420586786152	0.2655153052075806	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.19283295133649841	0.24590375812127832	50.0	-74.534509	0.2	-74.534509	0.2	-82.545123
crit-Shield	0	0.3249501330368007	0.14535200700480636	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.45519772239738354	0.31115273290069934	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.00526179785436172	0.333868756796634	-0.2	87.353729	-0.2	95.735566	-50.0	87.353729
Floor	0	0.49855219356848296	0.06400382299911928	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.4031575570217013	0.08234636519624354	0.0	50.0	20.0	0.0	20.0	50.0
outerWall	0	0.6336966224179298	0.20006318924255626	50.0	-82.545123	0.2	-82.545123	0.2	-90.555737
crit-Shield	1	0.4908054184413654	0.32604275380285	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.1708354259921239	0.2944344293506062	0.0	50.0	20.0	0.0	20.0	50.0
Floor	0	0.49767814027724816	0.15608607813473985	-54.385695	8.197325	54.385695	8.197325	-52.556504	16.211535
crit-Shield	1	0.45696050236767516	0.05394079523544725	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.5127079926238977	0.4419606679807899	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.47091307467254456	0.46786339746055283	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.5460549621317157	0.1296778688312691	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.8702345373790155	0.12113267614180388	-50.0	77.05203	-0.2	85.433867	-50.0	85.433867
Floor	0	0.08263844063241053	0.41113658092692484	-49.553288	23.863606	52.556504	16.211535	49.553288	23.863606
crit-Shield	1	0.4503961325099378	0.16627279534611977	0.0	0.0	20.0	0.0	0.0	50.0
Floor	0	0.4859715046900711	0.4288714706019889	-52.556504	16.211535	52.556504	16.211535	-49.553288	23.863606
crit-Shield	1	0.4700885163010235	0.21579822838974683	0.0	0.0	20.0	0.0	0.0	50.0
crit-Shield	0	0.4976467239800486	0.2840818222119537	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.3865895040418942	0.12986412061544542	50.0	-74.534509	0.2	-82.545123	50.0	-82.545123
crit-Shield	0	0.24484715378184502	0.2293989875800852	0.0	50.0	20.0	0.0	20.0	50.0
crit-Shield	0	0.5408122400722984	0.45023266054647987	0.0	0.0	20.0	0.0	0.0	50.0
outerWall	1	0.29877615792207174	0.49867222836907443	-0.0	0.2	5.0	0.2	0.0	50.0
